Date,Price,Open,High,Low,Vol.,Change %
2024-09-17,"1,268.10","1,259.95","1,272.25","1,258.40",11.51M,0.42%
2024-09-18,"1,288.35","1,262.00","1,295.35","1,262.00",12.47M,1.60%
2024-09-19,"1,292.00","1,288.35","1,300.00","1,285.35",13.17M,0.28%
2024-09-20,"1,338.45","1,295.00","1,362.35","1,291.55",73.26M,3.60%
2024-09-23,"1,321.90","1,331.00","1,331.80","1,308.50",11.38M,-1.24%
2024-09-24,"1,318.60","1,321.00","1,331.40","1,315.45",13.89M,-0.25%
2024-09-25,"1,323.85","1,310.75","1,327.75","1,310.10",8.73M,0.40%
2024-09-26,"1,329.05","1,320.00","1,333.35","1,316.90",11.10M,0.39%
2024-09-27,"1,306.60","1,333.00","1,333.00","1,303.85",17.12M,-1.69%
2024-09-30,"1,273.00","1,292.10","1,296.80","1,270.90",12.62M,-2.57%
2024-10-01,"1,274.40","1,269.80","1,280.25","1,267.60",10.97M,0.11%
2024-10-03,"1,256.35","1,253.60","1,265.75","1,248.15",17.65M,-1.42%
2024-10-04,"1,239.75","1,247.10","1,264.40","1,236.20",13.49M,-1.32%
2024-10-07,"1,233.90","1,241.55","1,262.95","1,225.00",20.67M,-0.47%
2024-10-08,"1,236.60","1,241.00","1,247.80","1,229.75",12.22M,0.22%
2024-10-09,"1,244.15","1,243.05","1,265.10","1,232.65",14.77M,0.61%
2024-10-10,"1,243.50","1,246.75","1,254.70","1,238.00",9.12M,-0.05%
2024-10-11,"1,223.00","1,237.00","1,240.80","1,222.00",8.47M,-1.65%
2024-10-14,"1,231.75","1,221.00","1,237.90","1,217.40",11.83M,0.72%
2024-10-15,"1,255.50","1,238.95","1,258.30","1,235.40",11.66M,1.93%
2024-10-16,"1,243.15","1,248.50","1,254.95","1,241.60",7.87M,-0.98%
2024-10-17,"1,231.25","1,249.45","1,256.95","1,224.40",8.46M,-0.96%
2024-10-18,"1,264.50","1,227.95","1,268.90","1,225.25",11.02M,2.70%
2024-10-21,"1,259.05","1,264.50","1,272.35","1,250.55",7.74M,-0.43%
2024-10-22,"1,267.50","1,266.60","1,284.90","1,259.75",20.09M,0.67%
2024-10-23,"1,251.60","1,261.00","1,267.95","1,243.05",14.06M,-1.25%
2024-10-24,"1,252.75","1,250.25","1,260.45","1,241.05",12.22M,0.09%
2024-10-25,"1,255.45","1,247.25","1,268.90","1,234.20",13.55M,0.22%
2024-10-28,"1,292.85","1,285.50","1,307.80","1,280.60",24.10M,2.98%
2024-10-29,"1,331.85","1,301.35","1,335.35","1,299.25",20.66M,3.02%
2024-10-30,"1,312.15","1,324.00","1,330.90","1,305.60",15.06M,-1.48%
2024-10-31,"1,292.25","1,307.25","1,318.95","1,288.55",23.50M,-1.52%
2024-11-01,"1,291.80","1,289.95","1,296.20","1,286.25",1.01M,-0.03%
2024-11-04,"1,277.20","1,290.10","1,291.80","1,270.05",14.31M,-1.13%
2024-11-05,"1,296.70","1,273.00","1,301.30","1,263.10",16.43M,1.53%
2024-11-06,"1,302.35","1,300.25","1,315.00","1,292.70",12.04M,0.44%
2024-11-07,"1,278.70","1,297.15","1,302.80","1,275.25",9.91M,-1.82%
2024-11-08,"1,258.85","1,270.00","1,275.00","1,252.70",11.20M,-1.55%
2024-11-11,"1,269.30","1,262.00","1,275.90","1,246.65",8.39M,0.83%
2024-11-12,"1,270.60","1,276.15","1,295.00","1,264.50",13.49M,0.10%
2024-11-13,"1,253.70","1,270.60","1,276.25","1,250.00",12.26M,-1.33%
2024-11-14,"1,256.95","1,253.75","1,267.70","1,243.05",9.51M,0.26%
2024-11-18,"1,253.45","1,260.00","1,262.60","1,249.40",6.20M,-0.28%
2024-11-19,"1,249.10","1,257.05","1,261.00","1,240.85",11.54M,-0.35%
2024-11-21,"1,250.55","1,248.55","1,256.90","1,232.55",9.59M,0.12%
2024-11-22,"1,278.05","1,258.00","1,281.40","1,256.00",11.60M,2.20%
2024-11-25,"1,300.95","1,296.00","1,311.20","1,290.00",22.72M,1.79%
2024-11-26,"1,304.95","1,310.60","1,314.25","1,302.45",7.65M,0.31%
2024-11-27,"1,300.70","1,298.50","1,310.85","1,297.85",21.94M,-0.33%
2024-11-28,"1,286.35","1,301.05","1,310.50","1,282.30",22.80M,-1.10%
2024-11-29,"1,300.10","1,283.10","1,303.25","1,283.10",11.40M,1.07%
2024-12-02,"1,304.65","1,299.90","1,310.55","1,289.15",9.63M,0.35%
2024-12-03,"1,308.40","1,303.95","1,312.80","1,296.10",11.51M,0.29%
2024-12-04,"1,316.05","1,302.60","1,320.00","1,301.70",11.57M,0.58%
2024-12-05,"1,336.50","1,316.25","1,342.90","1,308.60",19.21M,1.55%
2024-12-06,"1,328.75","1,342.50","1,347.10","1,326.70",8.94M,-0.58%
2024-12-09,"1,322.30","1,322.10","1,329.05","1,320.25",8.00M,-0.49%
2024-12-10,"1,330.45","1,319.00","1,332.00","1,315.25",8.22M,0.62%
2024-12-11,"1,327.50","1,324.70","1,331.25","1,316.00",8.14M,-0.22%
2024-12-12,"1,329.25","1,321.55","1,338.75","1,321.55",9.08M,0.13%
2024-12-13,"1,344.90","1,325.35","1,347.15","1,313.50",13.54M,1.18%
2024-12-16,"1,346.10","1,344.90","1,350.45","1,340.05",9.07M,0.09%
2024-12-17,"1,333.75","1,342.00","1,348.10","1,326.05",9.88M,-0.92%
2024-12-18,"1,314.15","1,325.25","1,334.95","1,307.45",8.51M,-1.47%
2024-12-19,"1,286.90","1,286.00","1,303.00","1,284.45",11.52M,-2.07%
2024-12-20,"1,288.40","1,283.95","1,297.75","1,272.40",58.49M,0.12%
2024-12-23,"1,296.80","1,294.65","1,307.00","1,287.05",6.83M,0.65%
2024-12-24,"1,297.25","1,296.80","1,304.50","1,290.25",7.14M,0.03%
2024-12-26,"1,297.35","1,307.00","1,312.75","1,289.20",7.34M,0.01%
2024-12-27,"1,307.55","1,298.55","1,315.95","1,298.55",4.76M,0.79%
2024-12-30,"1,294.65","1,304.95","1,326.50","1,289.45",14.21M,-0.99%
2024-12-31,"1,281.65","1,286.90","1,289.95","1,280.10",8.45M,-1.00%
2025-01-01,"1,283.65","1,281.65","1,293.00","1,267.10",4.71M,0.16%
