Date,Price,Open,High,Low,Vol.,Change %
2024-05-09,227.95,230.88,232.2,227.02,9.23M,-1.58%
2024-05-10,225.93,228.02,228.75,225.15,6.65M,-0.89%
2024-05-13,225.98,225.93,226.63,222.5,7.11M,0.02%
2024-05-14,228.18,226.35,229.95,226.1,4.91M,0.97%
2024-05-15,229.15,228.18,229.88,227.32,4.79M,0.43%
2024-05-16,232.23,231.0,233.75,228.05,14.62M,1.34%
2024-05-17,230.5,232.2,232.2,230.02,6.88M,-0.74%
2024-05-18,231.28,230.35,231.57,229.57,879.61K,0.34%
2024-05-21,230.45,231.5,232.4,229.85,8.47M,-0.36%
2024-05-22,230.65,231.45,231.73,229.43,7.77M,0.09%
2024-05-23,232.9,231.25,234.0,230.88,13.17M,0.98%
2024-05-24,231.82,233.5,235.25,231.0,8.21M,-0.46%
2024-05-27,226.23,231.0,231.07,225.8,40.98M,-2.42%
2024-05-28,228.02,227.0,228.63,226.55,15.78M,0.80%
2024-05-29,225.4,227.0,227.75,224.75,9.76M,-1.15%
2024-05-30,218.48,224.5,224.75,217.55,20.72M,-3.07%
2024-05-31,219.1,218.77,221.07,217.75,21.44M,0.29%
2024-06-03,222.05,225.1,225.27,220.77,8.96M,1.35%
2024-06-04,219.07,222.95,222.95,208.5,17.73M,-1.34%
2024-06-05,225.75,219.85,227.5,219.52,12.27M,3.05%
2024-06-06,230.5,227.48,231.0,226.3,15.43M,2.10%
2024-06-07,242.27,235.0,243.2,234.15,72.67M,5.11%
2024-06-10,237.63,244.2,244.2,236.68,18.31M,-1.92%
2024-06-11,238.02,239.6,239.6,237.18,9.37M,0.17%
2024-06-12,238.45,239.0,242.2,237.77,13.88M,0.18%
2024-06-13,241.3,240.0,242.68,239.07,13.00M,1.20%
2024-06-14,238.75,242.5,242.8,238.1,11.32M,-1.06%
2024-06-18,245.93,240.5,246.5,240.02,31.87M,3.01%
2024-06-19,247.88,246.13,248.57,243.38,20.88M,0.79%
2024-06-20,245.2,248.75,248.75,244.13,12.57M,-1.08%
2024-06-21,245.27,248.98,250.48,244.55,95.17M,0.03%
2024-06-24,245.27,245.05,247.45,244.73,9.93M,0.00%
2024-06-25,248.43,245.27,249.0,244.65,9.26M,1.28%
2024-06-26,247.6,248.43,249.95,246.9,12.81M,-0.33%
2024-06-27,255.4,246.07,255.98,244.6,42.14M,3.15%
2024-06-28,257.42,256.0,258.15,252.93,16.41M,0.79%
2024-07-01,263.67,258.95,267.9,257.05,30.76M,2.43%
2024-07-02,269.1,264.65,272.5,264.15,36.28M,2.06%
2024-07-03,269.5,270.95,272.73,267.75,16.05M,0.15%
